Samples ,Date (MM/dd/yyyy) ,Time of day (hh:mm:ss) ,Power (W),
0, 11/28/2024, 14:26:08.200,0.00066636
1, 11/28/2024, 14:26:09.734,0.00066447
2, 11/28/2024, 14:26:10.746,0.00066179
3, 11/28/2024, 14:26:11.764,0.00065831
4, 11/28/2024, 14:26:12.787,0.00066172
5, 11/28/2024, 14:26:13.803,0.00066618
6, 11/28/2024, 14:26:14.824,0.00066425
7, 11/28/2024, 14:26:15.842,0.00066236
8, 11/28/2024, 14:26:16.851,0.00066312
9, 11/28/2024, 14:26:17.862,0.00066401
10, 11/28/2024, 14:26:18.878,0.00066385
11, 11/28/2024, 14:26:19.157,0.00066346
12, 11/28/2024, 14:26:20.170,0.00066381
13, 11/28/2024, 14:26:21.183,0.00067025
14, 11/28/2024, 14:26:22.208,0.00066279
15, 11/28/2024, 14:26:23.223,0.000662
16, 11/28/2024, 14:26:24.237,0.00066247
17, 11/28/2024, 14:26:25.252,0.00065758
18, 11/28/2024, 14:26:26.276,0.00066101
19, 11/28/2024, 14:26:27.286,0.00066284
20, 11/28/2024, 14:26:28.300,0.00065713
21, 11/28/2024, 14:26:29.304,0.00065899
22, 11/28/2024, 14:26:30.317,0.00066008
23, 11/28/2024, 14:26:31.327,0.00065925
24, 11/28/2024, 14:26:32.338,0.00066035
25, 11/28/2024, 14:26:33.352,0.00065984
26, 11/28/2024, 14:26:34.365,0.0006595
27, 11/28/2024, 14:26:35.380,0.00066175
28, 11/28/2024, 14:26:36.396,0.00066196
29, 11/28/2024, 14:26:37.409,0.00066258
30, 11/28/2024, 14:26:38.421,0.00065957
31, 11/28/2024, 14:26:39.434,0.00065848
32, 11/28/2024, 14:26:40.446,0.00066162
33, 11/28/2024, 14:26:41.458,0.00065808
34, 11/28/2024, 14:26:42.472,0.0006604
35, 11/28/2024, 14:26:43.488,0.00065893
36, 11/28/2024, 14:26:44.499,0.00066147
37, 11/28/2024, 14:26:45.511,0.00066173
38, 11/28/2024, 14:26:46.524,0.00067038
39, 11/28/2024, 14:26:47.530,0.00066895
40, 11/28/2024, 14:26:48.540,0.00067002
41, 11/28/2024, 14:26:49.552,0.00067128
42, 11/28/2024, 14:26:50.555,0.00067261
43, 11/28/2024, 14:26:51.582,0.0006734
44, 11/28/2024, 14:26:52.608,0.0006711
45, 11/28/2024, 14:26:53.617,0.00066985
