Samples ,Date (MM/dd/yyyy) ,Time of day (hh:mm:ss) ,Power (W)
548, 11/28/2024, 13:18:35.537,0.00032202
549, 11/28/2024, 13:18:36.546,0.00032202
550, 11/28/2024, 13:18:37.561,0.00032203
551, 11/28/2024, 13:18:38.576,0.00032218
552, 11/28/2024, 13:18:39.592,0.0003222
553, 11/28/2024, 13:18:40.604,0.00032205
554, 11/28/2024, 13:18:41.616,0.00032205
555, 11/28/2024, 13:18:42.628,0.00032203
556, 11/28/2024, 13:18:43.641,0.00032218
557, 11/28/2024, 13:18:44.654,0.00032219
558, 11/28/2024, 13:18:45.668,0.00032218
559, 11/28/2024, 13:18:46.682,0.000322
560, 11/28/2024, 13:18:47.693,0.00032198
561, 11/28/2024, 13:18:48.705,0.00032209
562, 11/28/2024, 13:18:49.720,0.00032212
563, 11/28/2024, 13:18:50.730,0.00032215
564, 11/28/2024, 13:18:51.745,0.00032214
565, 11/28/2024, 13:18:52.757,0.00032203
566, 11/28/2024, 13:18:53.770,0.00032204
567, 11/28/2024, 13:18:54.783,0.00032212
568, 11/28/2024, 13:18:55.799,0.00032221
569, 11/28/2024, 13:18:56.812,0.00032207
570, 11/28/2024, 13:18:57.827,0.0003221
571, 11/28/2024, 13:18:58.840,0.00032199
572, 11/28/2024, 13:18:59.853,0.00032209
573, 11/28/2024, 13:19:00.866,0.0003222
574, 11/28/2024, 13:19:01.878,0.0003222
575, 11/28/2024, 13:19:02.156,0.00032211
576, 11/28/2024, 13:19:03.166,0.000322
577, 11/28/2024, 13:19:04.177,0.00032201
578, 11/28/2024, 13:19:05.193,0.0003221
579, 11/28/2024, 13:19:06.210,0.00032216
580, 11/28/2024, 13:19:07.222,0.00032214
581, 11/28/2024, 13:19:08.237,0.00032205
582, 11/28/2024, 13:19:09.248,0.00032199
583, 11/28/2024, 13:19:10.260,0.00032207
584, 11/28/2024, 13:19:11.275,0.00032212
585, 11/28/2024, 13:19:12.286,0.00032219
586, 11/28/2024, 13:19:13.300,0.00032205
587, 11/28/2024, 13:19:14.312,0.00032201
588, 11/28/2024, 13:19:15.325,0.00032209
589, 11/28/2024, 13:19:16.337,0.00032221
590, 11/28/2024, 13:19:17.351,0.00032219
591, 11/28/2024, 13:19:18.362,0.00032209
592, 11/28/2024, 13:19:19.374,0.00032203
593, 11/28/2024, 13:19:20.387,0.00032206
594, 11/28/2024, 13:19:21.398,0.00032204
595, 11/28/2024, 13:19:22.413,0.00032216
596, 11/28/2024, 13:19:23.430,0.00032219
597, 11/28/2024, 13:19:24.441,0.00032209
598, 11/28/2024, 13:19:25.453,0.00032199
599, 11/28/2024, 13:19:26.469,0.00032202
600, 11/28/2024, 13:19:27.480,0.0003221
601, 11/28/2024, 13:19:28.493,0.00032208
602, 11/28/2024, 13:19:29.505,0.00032201
603, 11/28/2024, 13:19:30.519,0.00032203
604, 11/28/2024, 13:19:31.536,0.00032204
605, 11/28/2024, 13:19:32.549,0.00032219
606, 11/28/2024, 13:19:33.560,0.00032215
607, 11/28/2024, 13:19:34.576,0.0003221
608, 11/28/2024, 13:19:35.587,0.00032207
609, 11/28/2024, 13:19:36.599,0.00032206
610, 11/28/2024, 13:19:37.611,0.00032214
611, 11/28/2024, 13:19:38.623,0.00032216
612, 11/28/2024, 13:19:39.635,0.00032214
613, 11/28/2024, 13:19:40.646,0.00032203
614, 11/28/2024, 13:19:41.660,0.00032202
615, 11/28/2024, 13:19:42.676,0.00032208
616, 11/28/2024, 13:19:43.690,0.00032214
617, 11/28/2024, 13:19:44.708,0.00032198
618, 11/28/2024, 13:19:45.722,0.00032193
619, 11/28/2024, 13:19:46.747,0.00032213
620, 11/28/2024, 13:19:47.760,0.00032221
621, 11/28/2024, 13:19:48.773,0.00032215
622, 11/28/2024, 13:19:49.784,0.00032195
623, 11/28/2024, 13:19:50.794,0.00032202
624, 11/28/2024, 13:19:51.803,0.00032206
625, 11/28/2024, 13:19:52.821,0.00032219
626, 11/28/2024, 13:19:53.833,0.00032211
627, 11/28/2024, 13:19:54.847,0.00032202
628, 11/28/2024, 13:19:55.861,0.00032203
629, 11/28/2024, 13:19:56.870,0.00032205
630, 11/28/2024, 13:19:57.149,0.00032212
631, 11/28/2024, 13:19:58.166,0.00032217
632, 11/28/2024, 13:19:59.175,0.00032207
633, 11/28/2024, 13:20:00.187,0.00032198
634, 11/28/2024, 13:20:01.204,0.00032195
635, 11/28/2024, 13:20:02.216,0.00032203
636, 11/28/2024, 13:20:03.229,0.00032201
637, 11/28/2024, 13:20:04.246,0.00032198
638, 11/28/2024, 13:20:05.261,0.00032199
639, 11/28/2024, 13:20:06.275,0.00032195
640, 11/28/2024, 13:20:07.296,0.00032203
641, 11/28/2024, 13:20:08.309,0.00032206
642, 11/28/2024, 13:20:09.323,0.00032211
643, 11/28/2024, 13:20:10.342,0.00032203
644, 11/28/2024, 13:20:11.356,0.00032196
645, 11/28/2024, 13:20:12.369,0.00032196
646, 11/28/2024, 13:20:13.380,0.00032202
647, 11/28/2024, 13:20:14.394,0.00032202
648, 11/28/2024, 13:20:15.408,0.00032198
649, 11/28/2024, 13:20:16.425,0.00032196
650, 11/28/2024, 13:20:17.437,0.00032189
651, 11/28/2024, 13:20:18.442,0.00032203
652, 11/28/2024, 13:20:19.456,0.00032211
653, 11/28/2024, 13:20:20.469,0.00032214
654, 11/28/2024, 13:20:21.482,0.00032195
655, 11/28/2024, 13:20:22.496,0.00032185
656, 11/28/2024, 13:20:23.526,0.00032197
657, 11/28/2024, 13:20:24.540,0.00032201
658, 11/28/2024, 13:20:25.554,0.00032207
659, 11/28/2024, 13:20:26.566,0.00032203
660, 11/28/2024, 13:20:27.577,0.00032191
661, 11/28/2024, 13:20:28.590,0.00032187
662, 11/28/2024, 13:20:29.602,0.00032207
663, 11/28/2024, 13:20:30.617,0.00032212
664, 11/28/2024, 13:20:31.632,0.00032209
665, 11/28/2024, 13:20:32.644,0.00032198
666, 11/28/2024, 13:20:33.654,0.00032196
667, 11/28/2024, 13:20:34.667,0.00032191
668, 11/28/2024, 13:20:35.679,0.0003221
669, 11/28/2024, 13:20:36.692,0.00032209
670, 11/28/2024, 13:20:37.704,0.00032214
671, 11/28/2024, 13:20:38.715,0.00032206
672, 11/28/2024, 13:20:39.728,0.00032202
673, 11/28/2024, 13:20:40.739,0.00032202
674, 11/28/2024, 13:20:41.752,0.00032212
675, 11/28/2024, 13:20:42.766,0.00032222
676, 11/28/2024, 13:20:43.779,0.00032216
677, 11/28/2024, 13:20:44.791,0.00032206
678, 11/28/2024, 13:20:45.802,0.00032196
679, 11/28/2024, 13:20:46.817,0.00032201
680, 11/28/2024, 13:20:47.833,0.00032214
681, 11/28/2024, 13:20:48.846,0.00032213
682, 11/28/2024, 13:20:49.860,0.0003221
683, 11/28/2024, 13:20:50.872,0.00032205
684, 11/28/2024, 13:20:51.149,0.00032203
685, 11/28/2024, 13:20:52.164,0.00032198
686, 11/28/2024, 13:20:53.173,0.00032203
687, 11/28/2024, 13:20:54.187,0.0003221
688, 11/28/2024, 13:20:55.198,0.00032218
689, 11/28/2024, 13:20:56.210,0.00032215
690, 11/28/2024, 13:20:57.223,0.0003221
691, 11/28/2024, 13:20:58.236,0.00032205
692, 11/28/2024, 13:20:59.245,0.00032198
693, 11/28/2024, 13:21:00.259,0.00032204
694, 11/28/2024, 13:21:01.271,0.00032214
695, 11/28/2024, 13:21:02.287,0.00032215
696, 11/28/2024, 13:21:03.301,0.00032207
697, 11/28/2024, 13:21:04.312,0.00032207
698, 11/28/2024, 13:21:05.325,0.00032203
699, 11/28/2024, 13:21:06.338,0.00032207
700, 11/28/2024, 13:21:07.351,0.00032214
701, 11/28/2024, 13:21:08.367,0.00032218
702, 11/28/2024, 13:21:09.380,0.00032216
703, 11/28/2024, 13:21:10.394,0.00032199
704, 11/28/2024, 13:21:11.410,0.00032203
705, 11/28/2024, 13:21:12.420,0.00032195
706, 11/28/2024, 13:21:13.435,0.00032207
707, 11/28/2024, 13:21:14.447,0.00032203
708, 11/28/2024, 13:21:15.461,0.00032217
709, 11/28/2024, 13:21:16.475,0.00032215
710, 11/28/2024, 13:21:17.487,0.00032209
711, 11/28/2024, 13:21:18.501,0.000322
712, 11/28/2024, 13:21:19.515,0.000322
713, 11/28/2024, 13:21:20.529,0.00032209
714, 11/28/2024, 13:21:21.541,0.00032215
715, 11/28/2024, 13:21:22.553,0.00032214
716, 11/28/2024, 13:21:23.578,0.00032209
717, 11/28/2024, 13:21:24.595,0.00032203
718, 11/28/2024, 13:21:25.604,0.00032199
719, 11/28/2024, 13:21:26.615,0.00032207
720, 11/28/2024, 13:21:27.628,0.00032211
721, 11/28/2024, 13:21:28.641,0.00032217
722, 11/28/2024, 13:21:29.653,0.00032205
723, 11/28/2024, 13:21:30.665,0.000322
724, 11/28/2024, 13:21:31.676,0.00032202
725, 11/28/2024, 13:21:32.690,0.0003221
726, 11/28/2024, 13:21:33.704,0.00032218
727, 11/28/2024, 13:21:34.716,0.00032211
728, 11/28/2024, 13:21:35.732,0.00032203
729, 11/28/2024, 13:21:36.744,0.00032197
730, 11/28/2024, 13:21:37.757,0.00032201
731, 11/28/2024, 13:21:38.773,0.00032213
732, 11/28/2024, 13:21:39.783,0.0003221
733, 11/28/2024, 13:21:40.792,0.00032208
734, 11/28/2024, 13:21:41.806,0.00032203
735, 11/28/2024, 13:21:42.816,0.00032198
736, 11/28/2024, 13:21:43.829,0.0003221
737, 11/28/2024, 13:21:44.841,0.00032216
738, 11/28/2024, 13:21:45.853,0.00032216
739, 11/28/2024, 13:21:46.868,0.0003221
740, 11/28/2024, 13:21:47.880,0.00032202
741, 11/28/2024, 13:21:48.158,0.00032191
742, 11/28/2024, 13:21:49.171,0.00032197
743, 11/28/2024, 13:21:50.192,0.00032209
744, 11/28/2024, 13:21:51.204,0.00032209
745, 11/28/2024, 13:21:52.223,0.00032211
746, 11/28/2024, 13:21:53.239,0.00032198
747, 11/28/2024, 13:21:54.252,0.00032198
748, 11/28/2024, 13:21:55.265,0.000322
749, 11/28/2024, 13:21:56.276,0.00032203
750, 11/28/2024, 13:21:57.290,0.00032215
751, 11/28/2024, 13:21:58.302,0.00032214
752, 11/28/2024, 13:21:59.314,0.00032198
753, 11/28/2024, 13:22:00.326,0.00032183
754, 11/28/2024, 13:22:01.329,0.00032191
755, 11/28/2024, 13:22:02.341,0.00032199
756, 11/28/2024, 13:22:03.354,0.00032204
757, 11/28/2024, 13:22:04.367,0.00032204
758, 11/28/2024, 13:22:05.376,0.00032198
759, 11/28/2024, 13:22:06.394,0.00032187
760, 11/28/2024, 13:22:07.406,0.00032186
761, 11/28/2024, 13:22:08.420,0.00032194
762, 11/28/2024, 13:22:09.430,0.00032209
763, 11/28/2024, 13:22:10.440,0.00032216
764, 11/28/2024, 13:22:11.451,0.00032206
765, 11/28/2024, 13:22:12.465,0.00032204
766, 11/28/2024, 13:22:13.477,0.000322
767, 11/28/2024, 13:22:14.490,0.000322
768, 11/28/2024, 13:22:15.504,0.00032209
769, 11/28/2024, 13:22:16.518,0.00032216
770, 11/28/2024, 13:22:17.532,0.00032217
771, 11/28/2024, 13:22:18.548,0.0003221
772, 11/28/2024, 13:22:19.560,0.00032198
773, 11/28/2024, 13:22:20.572,0.00032192
774, 11/28/2024, 13:22:21.586,0.00032204
775, 11/28/2024, 13:22:22.598,0.00032215
776, 11/28/2024, 13:22:23.611,0.00032216
777, 11/28/2024, 13:22:24.625,0.00032212
778, 11/28/2024, 13:22:25.638,0.00032212
779, 11/28/2024, 13:22:26.656,0.00032195
780, 11/28/2024, 13:22:27.667,0.00032198
781, 11/28/2024, 13:22:28.685,0.00032205
782, 11/28/2024, 13:22:29.699,0.00032205
783, 11/28/2024, 13:22:30.712,0.00032217
784, 11/28/2024, 13:22:31.725,0.00032203
785, 11/28/2024, 13:22:32.741,0.00032198
786, 11/28/2024, 13:22:33.754,0.00032195
787, 11/28/2024, 13:22:34.768,0.000322
788, 11/28/2024, 13:22:35.785,0.00032208
789, 11/28/2024, 13:22:36.801,0.00032213
790, 11/28/2024, 13:22:37.816,0.00032218
791, 11/28/2024, 13:22:38.835,0.00032209
792, 11/28/2024, 13:22:39.848,0.00032206
793, 11/28/2024, 13:22:40.857,0.00032203
794, 11/28/2024, 13:22:41.870,0.00032203
795, 11/28/2024, 13:22:42.150,0.00032218
796, 11/28/2024, 13:22:43.162,0.00032198
797, 11/28/2024, 13:22:44.175,0.00032212
798, 11/28/2024, 13:22:45.192,0.00032213
799, 11/28/2024, 13:22:46.204,0.00032199
800, 11/28/2024, 13:22:47.219,0.00032203
801, 11/28/2024, 13:22:48.231,0.00032188
802, 11/28/2024, 13:22:49.245,0.00032196
803, 11/28/2024, 13:22:50.258,0.00032196
804, 11/28/2024, 13:22:51.266,0.00032209
805, 11/28/2024, 13:22:52.287,0.00032209
806, 11/28/2024, 13:22:53.303,0.00032207
807, 11/28/2024, 13:22:54.319,0.0003219
808, 11/28/2024, 13:22:55.330,0.00032197
809, 11/28/2024, 13:22:56.344,0.00032189
810, 11/28/2024, 13:22:57.356,0.00032196
811, 11/28/2024, 13:22:58.368,0.00032199
812, 11/28/2024, 13:22:59.379,0.00032197
813, 11/28/2024, 13:23:00.393,0.00032198
814, 11/28/2024, 13:23:01.405,0.000322
815, 11/28/2024, 13:23:02.425,0.00032193
816, 11/28/2024, 13:23:03.438,0.0003219
817, 11/28/2024, 13:23:04.455,0.00032187
818, 11/28/2024, 13:23:05.472,0.00032197
819, 11/28/2024, 13:23:06.482,0.0003221
820, 11/28/2024, 13:23:07.496,0.0003221
821, 11/28/2024, 13:23:08.508,0.00032213
822, 11/28/2024, 13:23:09.520,0.00032209
823, 11/28/2024, 13:23:10.536,0.00032207
824, 11/28/2024, 13:23:11.555,0.00032193
825, 11/28/2024, 13:23:12.568,0.00032199
826, 11/28/2024, 13:23:13.583,0.00032202
827, 11/28/2024, 13:23:14.595,0.000322
828, 11/28/2024, 13:23:15.611,0.00032209
829, 11/28/2024, 13:23:16.625,0.00032208
830, 11/28/2024, 13:23:17.638,0.00032212
831, 11/28/2024, 13:23:18.654,0.00032209
832, 11/28/2024, 13:23:19.669,0.00032204
833, 11/28/2024, 13:23:20.684,0.00032198
834, 11/28/2024, 13:23:21.697,0.00032206
835, 11/28/2024, 13:23:22.708,0.00032202
836, 11/28/2024, 13:23:23.722,0.0003221
837, 11/28/2024, 13:23:24.735,0.00032213
838, 11/28/2024, 13:23:25.747,0.00032212
839, 11/28/2024, 13:23:26.768,0.00032211
840, 11/28/2024, 13:23:27.784,0.00032213
841, 11/28/2024, 13:23:28.798,0.00032203
842, 11/28/2024, 13:23:29.811,0.00032196
843, 11/28/2024, 13:23:30.828,0.00032204
844, 11/28/2024, 13:23:31.842,0.00032202
845, 11/28/2024, 13:23:32.854,0.00032205
846, 11/28/2024, 13:23:33.864,0.00032214
847, 11/28/2024, 13:23:34.878,0.00032211
848, 11/28/2024, 13:23:35.155,0.00032203
849, 11/28/2024, 13:23:36.171,0.00032209
850, 11/28/2024, 13:23:37.185,0.00032204
851, 11/28/2024, 13:23:38.198,0.00032204
852, 11/28/2024, 13:23:39.210,0.00032203
853, 11/28/2024, 13:23:40.223,0.00032191
854, 11/28/2024, 13:23:41.234,0.00032201
855, 11/28/2024, 13:23:42.249,0.00032203
856, 11/28/2024, 13:23:43.260,0.00032203
857, 11/28/2024, 13:23:44.270,0.00032203
858, 11/28/2024, 13:23:45.285,0.00032199
859, 11/28/2024, 13:23:46.298,0.00032191
860, 11/28/2024, 13:23:47.311,0.00032187
861, 11/28/2024, 13:23:48.325,0.00032186
862, 11/28/2024, 13:23:49.340,0.00032177
863, 11/28/2024, 13:23:50.345,0.00032184
864, 11/28/2024, 13:23:51.368,0.00032195
865, 11/28/2024, 13:23:52.378,0.00032195
866, 11/28/2024, 13:23:53.387,0.00032193
867, 11/28/2024, 13:23:54.403,0.00032196
868, 11/28/2024, 13:23:55.417,0.00032196
869, 11/28/2024, 13:23:56.434,0.00032187
870, 11/28/2024, 13:23:57.447,0.00032184
871, 11/28/2024, 13:23:58.457,0.00032181
872, 11/28/2024, 13:23:59.472,0.00032191
873, 11/28/2024, 13:24:00.486,0.00032193
874, 11/28/2024, 13:24:01.502,0.00032193
875, 11/28/2024, 13:24:02.517,0.00032197
876, 11/28/2024, 13:24:03.534,0.00032203
877, 11/28/2024, 13:24:04.550,0.00032199
878, 11/28/2024, 13:24:05.561,0.00032197
879, 11/28/2024, 13:24:06.571,0.00032194
880, 11/28/2024, 13:24:07.583,0.00032194
881, 11/28/2024, 13:24:08.593,0.00032184
882, 11/28/2024, 13:24:09.603,0.00032179
883, 11/28/2024, 13:24:10.613,0.00032181
884, 11/28/2024, 13:24:11.624,0.00032184
885, 11/28/2024, 13:24:12.640,0.00032187
886, 11/28/2024, 13:24:13.655,0.00032195
887, 11/28/2024, 13:24:14.667,0.00032202
888, 11/28/2024, 13:24:15.685,0.00032192
889, 11/28/2024, 13:24:16.697,0.00032194
890, 11/28/2024, 13:24:17.717,0.00032188
891, 11/28/2024, 13:24:18.731,0.00032185
892, 11/28/2024, 13:24:19.748,0.00032181
893, 11/28/2024, 13:24:20.763,0.00032186
894, 11/28/2024, 13:24:21.779,0.0003219
895, 11/28/2024, 13:24:22.793,0.00032186
896, 11/28/2024, 13:24:23.805,0.00032195
897, 11/28/2024, 13:24:24.819,0.00032195
898, 11/28/2024, 13:24:25.829,0.00032199
899, 11/28/2024, 13:24:26.841,0.00032194
900, 11/28/2024, 13:24:27.857,0.00032189
901, 11/28/2024, 13:24:28.873,0.00032187
902, 11/28/2024, 13:24:29.151,0.00032191
903, 11/28/2024, 13:24:30.168,0.00032189
904, 11/28/2024, 13:24:31.182,0.00032184
905, 11/28/2024, 13:24:32.197,0.00032184
906, 11/28/2024, 13:24:33.210,0.00032184
907, 11/28/2024, 13:24:34.222,0.00032188
908, 11/28/2024, 13:24:35.236,0.00032187
909, 11/28/2024, 13:24:36.248,0.00032197
910, 11/28/2024, 13:24:37.259,0.00032195
911, 11/28/2024, 13:24:38.272,0.00032195
912, 11/28/2024, 13:24:39.283,0.00032199
913, 11/28/2024, 13:24:40.294,0.00032185
914, 11/28/2024, 13:24:41.306,0.00032183
915, 11/28/2024, 13:24:42.318,0.00032175
916, 11/28/2024, 13:24:43.329,0.00032186
917, 11/28/2024, 13:24:44.343,0.00032197
918, 11/28/2024, 13:24:45.360,0.00032198
919, 11/28/2024, 13:24:46.378,0.00032203
920, 11/28/2024, 13:24:47.387,0.00032204
921, 11/28/2024, 13:24:48.399,0.00032197
922, 11/28/2024, 13:24:49.414,0.00032192
923, 11/28/2024, 13:24:50.426,0.00032186
924, 11/28/2024, 13:24:51.438,0.0003218
925, 11/28/2024, 13:24:52.449,0.0003218
926, 11/28/2024, 13:24:53.463,0.00032181
927, 11/28/2024, 13:24:54.475,0.00032187
928, 11/28/2024, 13:24:55.485,0.00032194
929, 11/28/2024, 13:24:56.498,0.00032193
930, 11/28/2024, 13:24:57.514,0.00032192
931, 11/28/2024, 13:24:58.527,0.00032191
932, 11/28/2024, 13:24:59.543,0.00032199
933, 11/28/2024, 13:25:00.558,0.00032187
934, 11/28/2024, 13:25:01.573,0.00032183
935, 11/28/2024, 13:25:02.587,0.00032179
936, 11/28/2024, 13:25:03.600,0.00032186
937, 11/28/2024, 13:25:04.615,0.00032183
938, 11/28/2024, 13:25:05.629,0.00032192
939, 11/28/2024, 13:25:06.644,0.00032189
940, 11/28/2024, 13:25:07.655,0.00032191
941, 11/28/2024, 13:25:08.668,0.00032199
942, 11/28/2024, 13:25:09.681,0.00032195
943, 11/28/2024, 13:25:10.691,0.00032192
944, 11/28/2024, 13:25:11.707,0.00032186
945, 11/28/2024, 13:25:12.718,0.00032181
946, 11/28/2024, 13:25:13.734,0.00032177
947, 11/28/2024, 13:25:14.749,0.00032185
948, 11/28/2024, 13:25:15.758,0.00032175
949, 11/28/2024, 13:25:16.765,0.00032171
950, 11/28/2024, 13:25:17.767,0.00032182
951, 11/28/2024, 13:25:18.782,0.00032185
952, 11/28/2024, 13:25:19.796,0.00032184
953, 11/28/2024, 13:25:20.809,0.00032188
954, 11/28/2024, 13:25:21.823,0.0003219
955, 11/28/2024, 13:25:22.837,0.00032194
956, 11/28/2024, 13:25:23.848,0.00032183
957, 11/28/2024, 13:25:24.863,0.00032184
958, 11/28/2024, 13:25:25.870,0.00032175
959, 11/28/2024, 13:25:26.148,0.00032174
960, 11/28/2024, 13:25:27.167,0.00032173
961, 11/28/2024, 13:25:28.182,0.00032175
962, 11/28/2024, 13:25:29.196,0.00032179
963, 11/28/2024, 13:25:30.207,0.0003218
964, 11/28/2024, 13:25:31.217,0.00032172
965, 11/28/2024, 13:25:32.231,0.00032184
966, 11/28/2024, 13:25:33.248,0.00032192
967, 11/28/2024, 13:25:34.257,0.00032197
968, 11/28/2024, 13:25:35.271,0.00032192
969, 11/28/2024, 13:25:36.285,0.00032194
970, 11/28/2024, 13:25:37.297,0.00032188
971, 11/28/2024, 13:25:38.308,0.00032189
972, 11/28/2024, 13:25:39.317,0.00032179
973, 11/28/2024, 13:25:40.327,0.00032174
974, 11/28/2024, 13:25:41.342,0.00032175
975, 11/28/2024, 13:25:42.353,0.00032179
976, 11/28/2024, 13:25:43.363,0.00032179
977, 11/28/2024, 13:25:44.373,0.00032181
978, 11/28/2024, 13:25:45.390,0.00032189
979, 11/28/2024, 13:25:46.403,0.00032188
980, 11/28/2024, 13:25:47.413,0.00032187
981, 11/28/2024, 13:25:48.425,0.00032181
982, 11/28/2024, 13:25:49.435,0.00032175
983, 11/28/2024, 13:25:50.448,0.00032173
984, 11/28/2024, 13:25:51.460,0.00032167
985, 11/28/2024, 13:25:52.464,0.00032177
986, 11/28/2024, 13:25:53.480,0.00032177
987, 11/28/2024, 13:25:54.494,0.0003218
988, 11/28/2024, 13:25:55.505,0.00032192
989, 11/28/2024, 13:25:56.517,0.00032191
990, 11/28/2024, 13:25:57.530,0.00032202
991, 11/28/2024, 13:25:58.553,0.00032195
992, 11/28/2024, 13:25:59.566,0.00032195
993, 11/28/2024, 13:26:00.582,0.0003217
994, 11/28/2024, 13:26:01.601,0.00032172
995, 11/28/2024, 13:26:02.613,0.0003218
996, 11/28/2024, 13:26:03.629,0.00032178
997, 11/28/2024, 13:26:04.643,0.0003218
998, 11/28/2024, 13:26:05.653,0.00032185
999, 11/28/2024, 13:26:06.665,0.00032185
1000, 11/28/2024, 13:26:07.678,0.00032188
1001, 11/28/2024, 13:26:08.692,0.00032182
1002, 11/28/2024, 13:26:09.704,0.00032184
1003, 11/28/2024, 13:26:10.718,0.00032178
1004, 11/28/2024, 13:26:11.734,0.00032184
1005, 11/28/2024, 13:26:12.746,0.0003218
1006, 11/28/2024, 13:26:13.761,0.0003218
1007, 11/28/2024, 13:26:14.774,0.00032183
1008, 11/28/2024, 13:26:15.791,0.00032179
1009, 11/28/2024, 13:26:16.805,0.00032188
1010, 11/28/2024, 13:26:17.818,0.00032187
1011, 11/28/2024, 13:26:18.834,0.00032182
1012, 11/28/2024, 13:26:19.846,0.00032183
1013, 11/28/2024, 13:26:20.860,0.00032191
1014, 11/28/2024, 13:26:21.874,0.00032192
1015, 11/28/2024, 13:26:22.153,0.00032192
1016, 11/28/2024, 13:26:23.166,0.00032202
1017, 11/28/2024, 13:26:24.179,0.00032191
1018, 11/28/2024, 13:26:25.191,0.00032194
1019, 11/28/2024, 13:26:26.204,0.00032188
1020, 11/28/2024, 13:26:27.221,0.00032183
1021, 11/28/2024, 13:26:28.235,0.00032174
1022, 11/28/2024, 13:26:29.248,0.00032172
1023, 11/28/2024, 13:26:30.258,0.00032169
1024, 11/28/2024, 13:26:31.269,0.00032176
1025, 11/28/2024, 13:26:32.282,0.00032168
1026, 11/28/2024, 13:26:33.295,0.00032169
1027, 11/28/2024, 13:26:34.306,0.00032175
1028, 11/28/2024, 13:26:35.319,0.00032173
1029, 11/28/2024, 13:26:36.340,0.00032178
1030, 11/28/2024, 13:26:37.356,0.00032185
1031, 11/28/2024, 13:26:38.369,0.00032183
1032, 11/28/2024, 13:26:39.383,0.00032186
1033, 11/28/2024, 13:26:40.400,0.00032194
1034, 11/28/2024, 13:26:41.413,0.00032186
1035, 11/28/2024, 13:26:42.423,0.00032187
1036, 11/28/2024, 13:26:43.434,0.00032177
1037, 11/28/2024, 13:26:44.448,0.0003218
1038, 11/28/2024, 13:26:45.465,0.00032182
1039, 11/28/2024, 13:26:46.478,0.00032174
1040, 11/28/2024, 13:26:47.495,0.00032181
1041, 11/28/2024, 13:26:48.510,0.00032175
1042, 11/28/2024, 13:26:49.523,0.00032178
1043, 11/28/2024, 13:26:50.535,0.00032178
1044, 11/28/2024, 13:26:51.545,0.00032183
1045, 11/28/2024, 13:26:52.559,0.00032187
1046, 11/28/2024, 13:26:53.573,0.00032184
1047, 11/28/2024, 13:26:54.587,0.00032185
1048, 11/28/2024, 13:26:55.602,0.00032188
1049, 11/28/2024, 13:26:56.622,0.00032193
1050, 11/28/2024, 13:26:57.635,0.00032187
1051, 11/28/2024, 13:26:58.651,0.00032178
1052, 11/28/2024, 13:26:59.665,0.00032172
1053, 11/28/2024, 13:27:00.678,0.00032173
1054, 11/28/2024, 13:27:01.687,0.00032173
1055, 11/28/2024, 13:27:02.698,0.00032166
1056, 11/28/2024, 13:27:03.725,0.0003217
1057, 11/28/2024, 13:27:04.736,0.00032167
1058, 11/28/2024, 13:27:05.749,0.00032177
1059, 11/28/2024, 13:27:06.764,0.00032181
1060, 11/28/2024, 13:27:07.774,0.00032183
1061, 11/28/2024, 13:27:08.792,0.00032181
1062, 11/28/2024, 13:27:09.806,0.00032181
1063, 11/28/2024, 13:27:10.819,0.00032179
1064, 11/28/2024, 13:27:11.836,0.00032183
1065, 11/28/2024, 13:27:12.849,0.00032172
1066, 11/28/2024, 13:27:13.863,0.0003218
1067, 11/28/2024, 13:27:14.873,0.00032169
1068, 11/28/2024, 13:27:15.152,0.00032172
1069, 11/28/2024, 13:27:16.163,0.00032166
1070, 11/28/2024, 13:27:17.175,0.00032173
1071, 11/28/2024, 13:27:18.189,0.00032174
1072, 11/28/2024, 13:27:19.201,0.00032175
1073, 11/28/2024, 13:27:20.212,0.00032182
1074, 11/28/2024, 13:27:21.224,0.00032172
1075, 11/28/2024, 13:27:22.242,0.00032183
1076, 11/28/2024, 13:27:23.255,0.00032185
1077, 11/28/2024, 13:27:24.266,0.00032187
1078, 11/28/2024, 13:27:25.278,0.00032186
1079, 11/28/2024, 13:27:26.291,0.00032178
1080, 11/28/2024, 13:27:27.306,0.00032184
1081, 11/28/2024, 13:27:28.325,0.00032164
1082, 11/28/2024, 13:27:29.332,0.00032171
1083, 11/28/2024, 13:27:30.348,0.00032169
1084, 11/28/2024, 13:27:31.363,0.00032171
1085, 11/28/2024, 13:27:32.378,0.00032169
1086, 11/28/2024, 13:27:33.391,0.00032171
1087, 11/28/2024, 13:27:34.409,0.00032181
1088, 11/28/2024, 13:27:35.422,0.00032177
1089, 11/28/2024, 13:27:36.434,0.00032191
1090, 11/28/2024, 13:27:37.451,0.00032186
1091, 11/28/2024, 13:27:38.469,0.00032178
1092, 11/28/2024, 13:27:39.481,0.0003217
1093, 11/28/2024, 13:27:40.497,0.00032173
1094, 11/28/2024, 13:27:41.507,0.00032172
1095, 11/28/2024, 13:27:42.519,0.00032168
1096, 11/28/2024, 13:27:43.535,0.00032172
1097, 11/28/2024, 13:27:44.548,0.00032173
1098, 11/28/2024, 13:27:45.559,0.00032178
1099, 11/28/2024, 13:27:46.575,0.00032179
1100, 11/28/2024, 13:27:47.590,0.00032186
1101, 11/28/2024, 13:27:48.601,0.0003218
